"y","x1","x2","x3","z1","z2","z3"
-6.99163080993836,0.455564993899316,3.52866037320181,1,1.86118774148927,9.56085684193434,-9.08330738544464
7.83700923413728,5.28105488047004,-1.67560743098045,0,-0.0556205825782242,2.99177983026324,7.51063443720341
14.1630500282486,8.92419044394046,-2.83685381977682,1,0.433406401060646,5.21189647800831,-7.43981820065528
8.17642684299216,5.51435014465824,-1.99556591843601,0,0.510373933434215,11.1142505917875,2.17662807088345
6.50932951094068,4.56614735303447,1.35609057481127,0,1.19590720252569,5.03948530211182,-0.608662534505129
11.6872441268642,9.56833345349878,1.58056700756686,0,-1.08390419356853,6.78299150693795,1.14582171197981
5.3146945935372,4.53334156190977,-0.690786706452809,0,-1.14510520494797,6.69888688481573,4.60785569157451
-17.7845793702266,6.77570635452867,4.19227995949394,0,0.155218868792611,8.22180964829602,-0.602826224640012
-6.02961863489282,5.72633401956409,5.29095909415608,1,-0.492251423814074,5.11059989211252,9.77220118045807
-0.881773129827207,1.02924682665616,1.45680406257182,0,2.36703244340027,7.41079289521321,9.69336769077927
26.5503948184616,8.99824970401824,-0.797216831691566,1,-1.43350259739014,1.50743101774031,-2.13430637959391
7.00391642436175,2.4608773435466,0.454834112143261,1,-1.61148587496228,3.49625391126098,2.17694275081158
-8.27186785144235,0.420595335308462,4.12982943904345,1,0.62481007819436,5.15524449252514,-3.09032539837062
6.02388808977855,3.27920719282702,-0.541182942781724,1,0.745150004948246,3.81978971104826,-1.25774875748903
-0.179769999789797,9.54503649147227,-4.70302539743261,0,0.58533975228936,5.44843656929214,-5.41736073326319
11.4639911672748,8.89539316063747,-0.782177678125849,1,0.181656190540196,1.56879211347827,-9.87855503801256
3.71037403336658,6.928034061566,2.88543105517072,1,0.40489066201644,6.07045551994648,-9.52246223576367
11.9970779882458,6.40506813768297,2.56168639293034,1,-1.29744268539028,4.01492106395386,-8.82483143359423
13.2622162699303,9.94269776623696,1.25639010621655,0,0.632084077293897,4.07434544680016,5.29151290189475
13.2030765634354,6.55705799115822,1.01986953904243,0,-1.17534240351409,4.69928786154184,-0.619119890034199
-7.52214227922276,7.08530468167737,1.78927517704583,0,-0.634870988608997,3.83005916142065,7.01663760468364
-13.0712609024012,5.44066024711356,5.61425401563321,0,-2.35827900227998,1.54698360696859,1.63438781164587
4.88645795539383,5.9414202044718,1.80861110908134,1,-1.1261803392736,6.20804991733196,-6.26223475206643
4.93247282721531,2.8915973729454,-2.29850641164287,0,0.601957820133724,5.05375397943717,2.18121957033873
-2.18724927318805,1.47113647311926,-1.86097946123239,0,0.568444852993695,-1.09393313796375,7.86683466285467
